Time,Velocity_L,Velocity_R
13.70095825,6.718627453,0
13.72084975,6.847875118,0
13.74072027,7.653599739,0
13.76071906,7.31147337,0
13.78197527,6.996333599,0
13.80132246,6.606709957,0
13.82098007,7.133663177,0
13.8410058,7.712246895,0
13.86185288,7.382352352,0
13.88098908,6.582507133,0
13.900949,6.769416809,0
13.92180038,7.637276649,0
13.94087648,7.649559021,0
13.96230936,6.78812933,0
13.98081112,6.741662502,0
14.00075483,7.030563354,0
14.02069926,7.722783089,0
14.04049659,6.765760422,0
14.06108093,6.726756573,0
14.081671,7.352890968,0
14.10079098,7.659990788,0
14.1218133,7.158587933,0
14.14088535,6.648863316,0
14.16109109,6.975028515,0
14.18123007,7.694633484,0
14.20054579,7.453149796,0
14.2207129,6.581881523,0
14.24167013,6.958621502,0
14.26088023,7.543115139,0
14.28127813,7.499490261,0
14.3017385,7.214772224,0
14.32057262,6.560715199,0
14.34092283,7.260719776,0
14.36078119,7.707687378,0
14.38204956,6.89563942,0
14.4008503,6.64807415,0
14.42113662,7.217218399,0
14.44100022,7.69856596,0
14.46183348,7.289474964,0
14.4809792,6.657513618,0
14.50093484,6.809811115,0
14.52114534,7.729353905,0
14.5413332,7.609418392,0
14.56107426,6.98969841,0
14.58132196,6.554625511,0
14.60082412,7.119112015,0
14.6206727,7.709653378,0
14.64112449,7.37113142,0
14.66099715,6.546582699,0
14.68061948,7.093369961,0
14.70109177,7.662882328,0
14.72121525,6.572476387,0
14.74066138,7.02691412,0
